MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,Predicted_Sale_Price
70,4,6000,0,0,9,1905,2005,7,52.61934156378601,1046.1179698216736,183960.0
70,4,11340,4,0,1,1920,1950,0,52.61934156378601,1046.1179698216736,115600.0
70,4,10800,4,0,7,1890,1999,11,52.61934156378601,1046.1179698216736,178400.0
20,4,9750,4,0,6,1959,1959,7,52.61934156378601,1046.1179698216736,148700.0
20,4,8516,4,0,6,1958,2006,7,52.61934156378601,1046.1179698216736,137040.0
30,3,7111,4,0,7,1928,1983,12,52.61934156378601,1046.1179698216736,135090.0
50,4,7425,0,0,7,1945,1950,11,52.61934156378601,1046.1179698216736,153700.0
50,3,7010,4,0,5,1935,1950,11,52.61934156378601,1046.1179698216736,143214.8
50,4,5000,4,0,7,1941,2006,11,52.61934156378601,1046.1179698216736,149700.0
70,4,5870,0,0,9,1900,2000,6,52.61934156378601,1046.1179698216736,178940.0
50,4,6000,4,0,7,1940,1989,11,52.61934156378601,1046.1179698216736,149700.0
30,4,6000,4,0,7,1924,2003,11,52.61934156378601,1046.1179698216736,108460.0
50,4,6000,4,0,7,1937,2000,11,52.61934156378601,1046.1179698216736,149700.0
50,4,6000,4,0,5,1939,1950,11,52.61934156378601,1046.1179698216736,152160.0
45,4,5000,4,0,7,1926,1950,7,52.61934156378601,1046.1179698216736,129700.0
50,4,5520,2,0,7,1920,1997,0,52.61934156378601,1046.1179698216736,151930.0
20,4,5940,3,0,7,1946,1950,7,52.61934156378601,1046.1179698216736,129935.0
50,4,6240,4,0,7,1929,1950,7,52.61934156378601,1046.1179698216736,149000.0
30,4,6120,4,0,6,1945,1995,8,52.61934156378601,1046.1179698216736,116875.0
50,4,6240,4,0,5,1939,1950,11,52.61934156378601,1046.1179698216736,152160.0
70,4,6120,4,0,5,1923,1950,11,52.61934156378601,1046.1179698216736,131680.0
50,3,9144,4,0,4,1915,2004,10,52.61934156378601,1046.1179698216736,143905.0
60,4,8094,4,1,8,1910,1983,11,52.61934156378601,1046.1179698216736,154800.0
50,4,4347,4,0,8,1910,1950,7,52.61934156378601,1046.1179698216736,151170.0
30,4,6291,4,0,6,1930,1950,9,52.61934156378601,1046.1179698216736,131500.0
70,4,10266,4,0,6,1952,1952,7,52.61934156378601,1046.1179698216736,135900.0
50,4,6876,4,0,6,1938,1958,11,52.61934156378601,1046.1179698216736,151580.0
50,4,10320,4,0,6,1915,1978,6,52.61934156378601,1046.1179698216736,138200.0
30,4,7200,0,0,7,1925,1992,10,52.61934156378601,1046.1179698216736,125240.0
50,4,7006,4,0,6,1925,1950,9,52.61934156378601,1046.1179698216736,139780.0
30,4,10320,4,0,8,1912,1991,11,52.61934156378601,1046.1179698216736,153700.0
190,4,10320,4,1,3,1915,1950,1,52.61934156378601,1046.1179698216736,106900.0
20,3,9488,4,0,6,1947,1993,10,52.61934156378601,1046.1179698216736,150525.0
85,3,11235,0,0,6,1963,1963,6,52.61934156378601,1046.1179698216736,155360.0
80,3,13014,4,0,5,1978,1978,6,52.61934156378601,1046.1179698216736,164240.0
20,3,10265,4,0,7,1967,2005,6,52.61934156378601,1046.1179698216736,150500.0
85,3,7703,1,0,8,1978,1978,6,52.61934156378601,1046.1179698216736,145160.0
20,3,9981,0,0,5,1967,1967,7,52.61934156378601,1046.1179698216736,132000.0
85,3,7400,1,0,5,1984,1984,10,52.61934156378601,1046.1179698216736,162800.0
190,3,12900,4,1,4,1920,1950,3,52.61934156378601,1046.1179698216736,113500.0
20,3,9239,4,0,8,1963,2003,10,52.61934156378601,1046.1179698216736,161200.0
20,3,14175,4,0,8,1956,1956,6,52.61934156378601,1046.1179698216736,146320.0
190,3,10532,0,0,3,1960,1960,8,52.61934156378601,1046.1179698216736,140700.0
50,3,8375,0,0,7,1941,1973,11,52.61934156378601,1046.1179698216736,135110.0
80,3,10200,4,0,8,1970,1970,6,52.61934156378601,1046.1179698216736,173200.0
20,3,20270,1,0,6,1979,1979,8,52.61934156378601,1046.1179698216736,186380.0
50,3,5190,4,0,5,1948,1950,3,52.61934156378601,1046.1179698216736,144740.0
30,3,19550,4,0,7,1940,2007,13,52.61934156378601,1046.1179698216736,143460.0
20,3,9571,4,0,6,1956,1956,11,52.61934156378601,1046.1179698216736,129700.0
90,3,9350,4,2,5,1975,1975,6,52.61934156378601,1046.1179698216736,120700.0
60,3,9360,0,0,8,1962,2001,10,52.61934156378601,1046.1179698216736,185300.0
60,3,9771,0,0,5,1995,2002,6,52.61934156378601,1046.1179698216736,232058.0
20,3,9938,4,0,5,1994,1994,6,52.61934156378601,1046.1179698216736,167780.0
60,3,14171,1,0,5,1993,1994,10,52.61934156378601,1046.1179698216736,242300.0
80,3,10541,0,0,5,1996,1996,10,52.61934156378601,1046.1179698216736,212058.0
60,3,10616,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,305000.0
20,3,9345,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,132872.8
20,3,11778,4,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,156300.0
20,3,11778,4,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,156300.0
80,3,11454,0,0,5,1995,1995,10,52.61934156378601,1046.1179698216736,223058.0
20,3,11500,1,0,6,1966,1966,8,52.61934156378601,1046.1179698216736,149450.0
20,3,9750,4,0,7,1994,1994,10,52.61934156378601,1046.1179698216736,154200.0
20,3,8696,4,0,5,1997,1998,10,52.61934156378601,1046.1179698216736,160180.0
60,3,13142,0,0,5,1997,1997,10,52.61934156378601,1046.1179698216736,248800.0
60,3,8998,4,0,5,2000,2000,10,52.61934156378601,1046.1179698216736,251700.0
60,3,12192,4,0,5,2000,2001,10,52.61934156378601,1046.1179698216736,255800.0
20,3,12250,4,0,6,1978,1978,6,52.61934156378601,1046.1179698216736,165100.0
20,3,9216,4,0,6,1975,1975,6,52.61934156378601,1046.1179698216736,171900.0
20,3,14330,1,0,6,1975,2001,8,52.61934156378601,1046.1179698216736,153780.0
60,3,10400,4,0,5,2001,2001,10,52.61934156378601,1046.1179698216736,242900.0
60,3,9720,1,0,5,2001,2002,10,52.61934156378601,1046.1179698216736,236358.0
20,3,14860,1,0,5,2002,2003,10,52.61934156378601,1046.1179698216736,154400.0
60,3,10905,1,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,234000.0
60,3,11690,4,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,241300.0
120,4,4426,4,4,5,2004,2004,10,52.61934156378601,1046.1179698216736,148964.0
90,4,10126,0,2,5,1997,1998,10,52.61934156378601,1046.1179698216736,212058.0
20,3,9750,4,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,156680.0
20,3,11058,0,0,6,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,3,9627,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,3,9825,4,0,5,1966,1966,6,52.61934156378601,1046.1179698216736,132000.0
85,3,12102,4,0,5,1976,1976,6,52.61934156378601,1046.1179698216736,180220.0
20,3,6500,4,0,6,1976,1976,6,52.61934156378601,1046.1179698216736,140190.0
80,3,9638,1,0,6,1977,1977,8,52.61934156378601,1046.1179698216736,164800.0
60,3,7200,4,0,7,1976,2001,8,52.61934156378601,1046.1179698216736,151480.0
20,3,47007,4,0,7,1959,1996,8,52.61934156378601,1046.1179698216736,206400.0
90,3,6012,0,2,5,1955,1955,0,52.61934156378601,1046.1179698216736,143524.0
90,3,6845,4,2,5,1955,1955,12,52.61934156378601,1046.1179698216736,146542.2
190,3,6931,4,1,5,1955,1955,11,52.61934156378601,1046.1179698216736,143642.2
50,3,12180,4,0,7,1938,2007,11,52.61934156378601,1046.1179698216736,148860.0
50,3,8050,4,0,8,1947,1993,7,52.61934156378601,1046.1179698216736,142170.0
20,3,9520,4,0,5,1953,1953,7,52.61934156378601,1046.1179698216736,123100.0
80,3,7692,4,0,6,1954,1954,11,52.61934156378601,1046.1179698216736,141767.4
30,3,5142,4,0,7,1923,2008,11,52.61934156378601,1046.1179698216736,124130.0
30,3,7290,0,0,8,1921,1950,12,52.61934156378601,1046.1179698216736,130620.0
90,3,7804,4,2,7,1930,1950,9,52.61934156378601,1046.1179698216736,153400.0
70,3,8969,4,0,6,1926,1950,11,52.61934156378601,1046.1179698216736,164420.0
50,3,15564,4,0,6,1914,1995,11,52.61934156378601,1046.1179698216736,138480.0
70,3,7609,0,0,9,1925,1997,9,52.61934156378601,1046.1179698216736,177440.0
70,3,9650,0,0,3,1923,1950,11,52.61934156378601,1046.1179698216736,119400.0
50,3,11700,4,0,6,1937,1995,12,52.61934156378601,1046.1179698216736,130900.0
50,3,9260,4,0,4,1938,1950,11,52.61934156378601,1046.1179698216736,115200.0
20,3,7801,0,0,5,1951,1951,12,52.61934156378601,1046.1179698216736,127900.0
70,3,9670,4,0,6,1935,1950,3,52.61934156378601,1046.1179698216736,139400.0
50,3,12392,4,0,9,1950,2000,10,52.61934156378601,1046.1179698216736,188700.0
20,3,26073,1,0,5,1956,1956,3,52.61934156378601,1046.1179698216736,140180.0
160,4,1879,1,3,6,1980,1980,7,52.61934156378601,1046.1179698216736,142380.0
30,4,7000,4,0,8,1926,1998,10,52.61934156378601,1046.1179698216736,119180.0
50,4,6000,4,0,8,1940,2006,10,52.61934156378601,1046.1179698216736,154620.0
50,4,8155,4,0,7,1930,1950,11,52.61934156378601,1046.1179698216736,157200.0
80,4,6000,4,0,5,1967,1967,6,52.61934156378601,1046.1179698216736,135380.0
30,4,7392,4,0,7,1930,1995,11,52.61934156378601,1046.1179698216736,131240.0
50,4,9000,4,0,5,1958,1958,12,52.61934156378601,1046.1179698216736,121500.0
20,5,14584,4,0,5,1952,1952,0,52.61934156378601,1046.1179698216736,141920.0
70,0,5280,0,0,7,1895,1950,11,52.61934156378601,1046.1179698216736,121220.0
50,0,5150,0,0,7,1910,2000,8,52.61934156378601,1046.1179698216736,154820.0
70,0,9000,4,0,6,1920,1950,7,52.61934156378601,1046.1179698216736,153620.0
120,4,3843,4,4,5,2007,2008,5,52.61934156378601,1046.1179698216736,178000.0
120,4,3811,4,4,5,2004,2005,5,52.61934156378601,1046.1179698216736,166776.0
20,3,23730,4,0,5,1996,1997,7,52.61934156378601,1046.1179698216736,166900.0
60,3,11050,4,0,5,1996,1997,10,52.61934156378601,1046.1179698216736,230780.0
90,3,10260,4,2,4,1976,1976,8,52.61934156378601,1046.1179698216736,131000.0
20,3,9990,4,0,5,1991,1991,6,52.61934156378601,1046.1179698216736,167780.0
120,3,4084,4,4,6,1986,1986,10,52.61934156378601,1046.1179698216736,178867.4
20,3,11563,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,127986.4
60,3,12852,0,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,286396.0
80,3,9802,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,302050.0
60,3,12018,0,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,309700.0
20,3,12890,4,0,5,1989,1989,11,52.61934156378601,1046.1179698216736,150800.0
20,3,18265,0,0,5,1986,1986,8,52.61934156378601,1046.1179698216736,172680.0
20,3,11202,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,148700.0
20,3,7915,4,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,143920.0
20,3,11449,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,3,11447,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,139586.4
90,4,8940,0,2,5,1997,1998,10,52.61934156378601,1046.1179698216736,182400.0
20,3,9278,2,0,5,2007,2008,10,52.61934156378601,1046.1179698216736,132872.8
120,4,4500,2,4,5,1997,1997,10,52.61934156378601,1046.1179698216736,155900.0
85,3,14137,0,0,5,1964,1964,6,52.61934156378601,1046.1179698216736,185080.0
120,4,4224,4,4,6,1975,1975,5,52.61934156378601,1046.1179698216736,145780.0
160,4,2665,4,4,7,1976,1976,5,52.61934156378601,1046.1179698216736,145780.0
180,4,1974,4,3,7,1973,2006,5,52.61934156378601,1046.1179698216736,123380.0
180,4,1596,4,3,6,1973,1973,5,52.61934156378601,1046.1179698216736,116880.0
20,3,17979,0,0,6,1968,1968,8,52.61934156378601,1046.1179698216736,151110.0
160,4,1477,4,3,9,1970,2007,5,52.61934156378601,1046.1179698216736,170040.0
20,3,6490,4,0,7,1983,1983,10,52.61934156378601,1046.1179698216736,137490.0
20,3,6600,4,0,6,1982,2005,6,52.61934156378601,1046.1179698216736,144700.0
20,3,12395,0,0,6,1984,1984,6,52.61934156378601,1046.1179698216736,175980.0
70,5,56600,4,0,1,1900,1950,11,52.61934156378601,1046.1179698216736,168290.0
20,3,10667,4,0,6,1971,1971,7,52.61934156378601,1046.1179698216736,151900.0
80,3,8872,4,0,5,1997,1997,10,52.61934156378601,1046.1179698216736,187600.0
80,3,10147,1,0,5,1994,1994,6,52.61934156378601,1046.1179698216736,212058.0
60,3,8637,4,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,208800.0
60,3,7875,4,0,5,1996,1996,6,52.61934156378601,1046.1179698216736,185440.0
60,3,7500,4,0,5,1999,2003,10,52.61934156378601,1046.1179698216736,190800.0
20,3,9556,0,0,5,1992,1993,6,52.61934156378601,1046.1179698216736,167780.0
60,3,7655,1,0,5,1993,1994,6,52.61934156378601,1046.1179698216736,186450.0
20,3,18160,4,0,6,1964,1964,6,52.61934156378601,1046.1179698216736,146850.0
120,3,4740,4,4,5,1988,1988,5,52.61934156378601,1046.1179698216736,193660.0
120,3,5118,4,4,5,1990,1990,5,52.61934156378601,1046.1179698216736,180060.0
60,3,12328,4,0,5,2005,2005,10,52.61934156378601,1046.1179698216736,269442.6
20,3,51974,1,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,162229.4
190,3,41600,2,1,5,1969,1990,6,52.61934156378601,1046.1179698216736,184500.0
120,3,8035,4,4,5,2006,2006,7,52.61934156378601,1046.1179698216736,176240.0
20,3,14082,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,167180.4
20,3,13870,4,0,5,2006,2007,5,52.61934156378601,1046.1179698216736,167180.4
20,3,10960,4,0,5,1984,1984,6,52.61934156378601,1046.1179698216736,163650.0
60,3,12090,4,0,7,1981,2003,7,52.61934156378601,1046.1179698216736,183180.0
20,3,12299,4,0,6,1978,1985,8,52.61934156378601,1046.1179698216736,168500.0
60,3,11339,4,0,5,1979,1979,6,52.61934156378601,1046.1179698216736,178940.0
20,3,11850,2,0,6,1984,1984,8,52.61934156378601,1046.1179698216736,153540.0
20,3,10400,4,0,5,1979,1999,7,52.61934156378601,1046.1179698216736,154030.0
20,3,13001,4,0,5,1971,1971,6,52.61934156378601,1046.1179698216736,143530.0
80,3,8991,1,0,6,1976,1976,8,52.61934156378601,1046.1179698216736,155400.0
60,3,8000,4,0,6,1974,1974,6,52.61934156378601,1046.1179698216736,145780.0
20,3,9457,4,0,6,1970,1990,7,52.61934156378601,1046.1179698216736,160600.0
20,3,7920,4,0,5,1970,2002,6,52.61934156378601,1046.1179698216736,141950.0
20,3,17199,2,0,7,1961,1961,7,52.61934156378601,1046.1179698216736,145150.0
120,2,4113,4,4,5,2001,2001,7,52.61934156378601,1046.1179698216736,190460.0
120,2,10943,2,4,5,1997,1998,7,52.61934156378601,1046.1179698216736,217058.0
160,4,2205,4,3,6,1973,1973,6,52.61934156378601,1046.1179698216736,139580.0
160,4,2058,4,3,5,1973,1973,6,52.61934156378601,1046.1179698216736,133580.0
120,3,2304,4,3,7,1978,1978,8,52.61934156378601,1046.1179698216736,145367.4
20,3,7150,4,0,6,1966,1966,6,52.61934156378601,1046.1179698216736,140190.0
20,3,12469,2,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,149284.4
20,3,11825,4,0,5,2006,2007,5,52.61934156378601,1046.1179698216736,156300.0
20,3,14333,0,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,143960.0
60,3,13641,4,0,5,2007,2007,5,52.61934156378601,1046.1179698216736,286596.0
60,3,13440,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,283646.0
20,3,15431,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,182080.4
20,3,13891,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,167180.4
60,3,13654,1,0,5,2005,2006,7,52.61934156378601,1046.1179698216736,264200.0
20,3,17169,1,0,5,2007,2007,5,52.61934156378601,1046.1179698216736,160684.4
60,3,16659,0,0,5,2007,2008,10,52.61934156378601,1046.1179698216736,302946.0
60,3,9709,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,305000.0
20,3,13615,0,0,5,2006,2006,7,52.61934156378601,1046.1179698216736,157700.0
60,3,13069,4,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,270000.0
60,3,14277,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,248200.0
60,3,12568,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,286596.0
20,3,9926,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,139586.4
20,3,9254,4,0,5,2005,2005,10,52.61934156378601,1046.1179698216736,164552.8
60,3,10732,0,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,293000.0
120,3,3901,4,3,5,2005,2006,10,52.61934156378601,1046.1179698216736,166288.0
120,3,3903,4,3,5,2005,2006,10,52.61934156378601,1046.1179698216736,166288.0
120,3,6289,4,4,5,2005,2006,10,52.61934156378601,1046.1179698216736,177620.0
120,3,4590,4,3,5,2006,2006,10,52.61934156378601,1046.1179698216736,172848.0
120,3,7841,4,4,5,2005,2005,7,52.61934156378601,1046.1179698216736,190100.0
120,3,6240,4,4,5,2006,2006,7,52.61934156378601,1046.1179698216736,187420.0
120,3,3242,4,4,5,2003,2003,10,52.61934156378601,1046.1179698216736,176120.0
60,3,15810,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,277042.0
60,3,10237,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,262700.0
60,3,13204,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,283646.0
60,3,8857,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,255095.4
60,3,9729,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,302050.0
20,3,12216,0,0,5,2005,2005,10,52.61934156378601,1046.1179698216736,184000.0
60,3,8229,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,189100.0
60,3,7713,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,191000.0
20,3,7697,4,0,6,2007,2007,10,52.61934156378601,1046.1179698216736,171200.0
120,3,3621,4,4,5,2003,2003,10,52.61934156378601,1046.1179698216736,176120.0
20,3,3710,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,162819.0
80,3,16219,4,0,5,2004,2005,10,52.61934156378601,1046.1179698216736,256092.0
80,3,11084,0,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,253400.0
20,3,10936,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,127986.4
80,3,11950,0,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,234600.0
60,3,7875,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,191840.0
60,3,8740,4,0,5,2002,2002,10,52.61934156378601,1046.1179698216736,221316.0
60,3,9487,4,0,5,2000,2000,10,52.61934156378601,1046.1179698216736,242300.0
60,3,9649,4,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,239900.0
60,3,12191,4,0,5,1997,1998,10,52.61934156378601,1046.1179698216736,247100.0
60,3,10557,4,0,5,1998,1998,7,52.61934156378601,1046.1179698216736,233000.0
60,3,11002,4,0,5,1998,1999,10,52.61934156378601,1046.1179698216736,230780.0
60,3,10790,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,233000.0
60,3,11762,4,0,5,1992,1993,10,52.61934156378601,1046.1179698216736,228800.0
60,3,9044,4,0,5,1996,1997,10,52.61934156378601,1046.1179698216736,246900.0
20,3,9910,4,0,6,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,3,11830,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,156300.0
20,3,10612,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,127986.4
20,3,12291,4,0,5,2007,2007,5,52.61934156378601,1046.1179698216736,156300.0
20,3,9965,2,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,3,8847,4,0,5,2005,2005,10,52.61934156378601,1046.1179698216736,186361.8
20,3,8251,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,154800.0
60,3,9605,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,266300.0
60,3,8778,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,221456.0
20,1,8640,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,186276.0
20,1,9000,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,158281.8
60,1,8640,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,240116.0
60,1,10411,0,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,299000.0
60,1,12217,4,0,5,2007,2007,12,52.61934156378601,1046.1179698216736,289726.0
20,1,10440,0,0,5,2007,2007,5,52.61934156378601,1046.1179698216736,147586.4
20,1,11824,0,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,178280.0
60,1,10625,4,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,262200.0
20,3,7500,4,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,157200.0
20,3,7500,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,157200.0
20,3,12450,4,0,5,2003,2004,10,52.61934156378601,1046.1179698216736,150700.0
20,3,7441,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,169000.0
60,3,11613,0,0,5,1993,1997,10,52.61934156378601,1046.1179698216736,225700.0
160,3,8012,4,4,5,1980,1980,8,52.61934156378601,1046.1179698216736,133800.0
20,3,6285,4,0,5,1977,1977,8,52.61934156378601,1046.1179698216736,134650.0
20,3,7476,0,0,7,1968,1968,6,52.61934156378601,1046.1179698216736,137090.0
60,3,19522,4,0,5,1990,1990,6,52.61934156378601,1046.1179698216736,244700.0
20,3,10751,1,0,5,1974,1974,8,52.61934156378601,1046.1179698216736,155050.0
20,3,12712,1,0,7,1973,2006,5,52.61934156378601,1046.1179698216736,151540.0
120,1,4379,2,4,5,2004,2004,7,52.61934156378601,1046.1179698216736,179540.0
120,1,3523,4,4,5,2006,2007,10,52.61934156378601,1046.1179698216736,184268.0
120,1,3784,4,4,5,2006,2007,10,52.61934156378601,1046.1179698216736,186608.0
120,1,3606,4,4,5,2006,2007,10,52.61934156378601,1046.1179698216736,184268.0
120,1,5330,4,4,5,2006,2007,10,52.61934156378601,1046.1179698216736,208180.0
160,1,2280,4,3,5,1999,1999,7,52.61934156378601,1046.1179698216736,177960.0
160,1,2117,4,3,5,2000,2000,7,52.61934156378601,1046.1179698216736,177480.0
20,1,7321,4,0,5,1999,2000,5,52.61934156378601,1046.1179698216736,194460.0
60,1,8010,4,0,5,2003,2004,5,52.61934156378601,1046.1179698216736,217100.0
60,1,8413,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,209100.0
120,3,9466,2,4,5,1994,1995,3,52.61934156378601,1046.1179698216736,212058.0
20,3,12000,4,0,6,1980,1980,10,52.61934156378601,1046.1179698216736,159840.0
20,3,17778,4,0,5,1981,1981,3,52.61934156378601,1046.1179698216736,199100.0
20,3,11700,4,0,6,1968,1968,7,52.61934156378601,1046.1179698216736,146700.0
60,3,8000,4,0,6,1970,1970,10,52.61934156378601,1046.1179698216736,140867.4
85,3,8723,4,0,6,1969,1969,6,52.61934156378601,1046.1179698216736,140300.0
20,3,11700,0,0,5,1968,1968,6,52.61934156378601,1046.1179698216736,148800.0
20,3,11358,0,0,7,1972,1987,11,52.61934156378601,1046.1179698216736,171100.0
20,3,9547,4,0,6,1993,1993,10,52.61934156378601,1046.1179698216736,154200.0
60,3,10530,4,0,6,1993,1993,7,52.61934156378601,1046.1179698216736,229600.0
20,3,10738,0,0,7,1966,1966,6,52.61934156378601,1046.1179698216736,148200.0
20,3,10800,4,0,5,1963,1963,6,52.61934156378601,1046.1179698216736,134700.0
20,3,8050,4,0,6,1967,1993,7,52.61934156378601,1046.1179698216736,143690.0
90,3,10899,4,2,5,1964,1964,6,52.61934156378601,1046.1179698216736,128500.0
20,3,7450,4,0,5,1956,1956,11,52.61934156378601,1046.1179698216736,129500.0
20,3,14357,1,0,5,1961,1961,11,52.61934156378601,1046.1179698216736,131780.0
20,3,8243,1,0,7,1961,1961,10,52.61934156378601,1046.1179698216736,133890.0
20,3,8680,4,0,7,1960,1960,5,52.61934156378601,1046.1179698216736,143000.0
20,3,8800,4,0,6,1966,1966,6,52.61934156378601,1046.1179698216736,150000.0
80,3,9200,4,0,5,1965,1965,6,52.61934156378601,1046.1179698216736,154400.0
60,3,8800,4,0,7,1964,1997,7,52.61934156378601,1046.1179698216736,152800.0
20,3,11382,4,0,5,1964,1964,11,52.61934156378601,1046.1179698216736,137850.0
20,3,22002,0,0,7,1959,1991,7,52.61934156378601,1046.1179698216736,174180.0
45,3,12172,4,0,7,1940,1996,11,52.61934156378601,1046.1179698216736,147180.0
20,3,5000,4,0,3,1946,1950,12,52.61934156378601,1046.1179698216736,95300.0
50,3,3500,4,0,5,1945,1950,7,52.61934156378601,1046.1179698216736,144740.0
20,3,5175,4,0,8,1958,2000,10,52.61934156378601,1046.1179698216736,143150.0
20,3,9600,4,0,6,1955,1955,6,52.61934156378601,1046.1179698216736,135680.0
90,3,8668,0,2,5,1968,1968,7,52.61934156378601,1046.1179698216736,131592.0
85,3,10050,4,0,6,1966,1966,6,52.61934156378601,1046.1179698216736,142500.0
80,3,9600,4,0,5,1961,1961,12,52.61934156378601,1046.1179698216736,150580.0
20,3,8760,4,0,7,1957,1999,10,52.61934156378601,1046.1179698216736,152300.0
20,3,6860,4,0,6,1956,1956,11,52.61934156378601,1046.1179698216736,134300.0
20,3,8250,0,0,7,1963,1963,7,52.61934156378601,1046.1179698216736,135290.0
20,3,9100,4,0,5,1960,1960,6,52.61934156378601,1046.1179698216736,123700.0
20,3,9736,4,0,6,1957,1969,11,52.61934156378601,1046.1179698216736,141790.0
20,3,9770,4,0,5,1957,1957,11,52.61934156378601,1046.1179698216736,130200.0
20,3,12198,4,0,6,1955,1975,10,52.61934156378601,1046.1179698216736,176620.0
20,3,10050,4,0,5,1955,1955,7,52.61934156378601,1046.1179698216736,128800.0
20,3,11556,4,0,9,1953,2006,10,52.61934156378601,1046.1179698216736,159300.0
90,3,8078,4,2,5,1958,1958,11,52.61934156378601,1046.1179698216736,134567.4
20,3,10950,4,0,6,1952,1952,11,52.61934156378601,1046.1179698216736,136000.0
20,3,7942,4,0,7,1953,1953,11,52.61934156378601,1046.1179698216736,129100.0
20,3,8540,0,0,8,1956,2003,10,52.61934156378601,1046.1179698216736,142850.0
50,3,7150,4,0,4,1955,1955,7,52.61934156378601,1046.1179698216736,136220.0
20,3,8400,0,0,5,1955,1955,7,52.61934156378601,1046.1179698216736,130500.0
20,3,9532,4,0,6,1953,1953,10,52.61934156378601,1046.1179698216736,130280.0
20,3,15783,4,0,5,1952,1952,11,52.61934156378601,1046.1179698216736,148040.0
50,3,14190,4,0,7,1890,2006,10,52.61934156378601,1046.1179698216736,168400.0
50,3,12099,4,0,6,1953,2004,7,52.61934156378601,1046.1179698216736,156000.0
70,3,21281,4,0,4,1935,2007,11,52.61934156378601,1046.1179698216736,147940.0
50,3,10284,0,0,7,1925,1993,7,52.61934156378601,1046.1179698216736,164700.0
70,3,10800,4,0,9,1895,1999,11,52.61934156378601,1046.1179698216736,202900.0
